Timestamp	Data	Título	Subtitulo	Texto da matéria	Editoria	Veículo de Comunicação	Autor	Localidade	Tags	Link para a matéria original	Link para todos os vídeos	Link para fotos	Link para fotos	Link para fotos	Link para fotos	Link para fotos	Link da imagem da matéria
7/15/2015 11:43:41	5/13/2015	Moradores sofrem com ‘piscinão’ de esgoto no Jardim Catarina		Moradores da Rua Miguel Glinka (antiga 57), no Jardim Catarina, em São Gonçalo, estão com suas casas imersas no esgoto. De acordo com eles, manilhas colocadas no local não suportam mais a capacidade de despejo e os dejetos estão retornando para os imóveis. Basta chover pouco para as famílias ficarem ilhadas. Uma das situações mais complicadas é a da operadora de telemarketing Bárbara Oliveira, 33, que divide o quintal com 15 familiares.  Bárbara, que é mãe de uma criança de três anos com necessidades especiais, mandou a menina para casa de amigos em Itaboraí. A criança e avó dela adoeceram após ter contato com a água suja. Para caminhar no quintal, ela usa botas, mas que não estão sendo suficientes, já que o esgoto chega a 50 centímetros de altura. “Minha filha tem hidrocefalia e ficou com febre e diarreia, assim como minha avó”, afirmou.  O mesmo problema é enfrentado por Eunício Ferreira Guimarães, 70. “Estou muito preocupado. Minha esposa faz tratamento de câncer e eu também estou doente. Não sabemos mais a quem recorrer”, lamentou.  A Prefeitura de São Gonçalo informou, em nota, que “uma equipe da Secretaria de Infraestrutura será enviada ao local para verificar a situação e se a responsabilidade é do município ou da Cedae”.	Cidades	O São Gonçalo	Marcela Freitas	São Gonçalo	moradores,piscinao,jardim catarina,esgoto,imoveis,chuva,ilhadas,prefeitura,sao goncalo,secretaria,infraestrutura,cedae			http://www.osaogoncalo.com.br/wp-content/uploads/2015/05/Vazamento-da-cedae-na-rua-Miguel-Glinka-no-Jardim-Catarina-Barbara-Oliveira-FA-6-830x553.jpg					https://www.dropbox.com/s/3w2un2gh1xe66hy/2015-05-13-%5Bmoradores%2Cpiscinao%2Cjardim%20catarina%2Cesgoto%2Cimoveis%2Cchuva%2Cilhadas%2Cprefeitura%2Csao%20goncalo%2Csecretaria%2Cinfraestrutura%2Ccedae%5D-Moradores%20sofrem%20com%20piscinao%20de%20esgoto%20no%20Jardim%20Catarina%20JORNAL%20O%20Sao%20Gon%C3%A7alo%20On%20line.png?dl=0
7/15/2015 11:52:15	5/15/2015	Prefeitos do RJ se reúnem para discutir projetos de mobilidade urbana	Promessa é beneficiar transporte de 13 milhões de pessoas em 20 cidades. Segundo o secretário de Transportes, prioridade é o sistema ferroviário.	Prefeitos da Região Metropolitana do Rio se reuniram nesta quinta-feira (14) para discutir projetos de mobilidade urbana. A promessa é beneficiar 13 milhões de pessoas em 21 municípios. Os projetos deveriam ter sido entregues ao governo do estado há um mês. A lei que exige um plano de mobilidade urbana é de 2012 e prevê investimento no transporte público coletivo e não motorizado. O objetivo é integrar as cidades e facilitar o transporte das 13 milhões de pessoas que vivem na região metropolitana. O projeto prevê quatro corredores de BRT na Baixada Fluminense, passando pela Via Light, Rodovias Presidente Dutra e Washington Luís, e na futura Transbaixada. E ainda investimento no transporte em Niterói e São Gonçalo e a renovação do trem na Baixada. “O estado do Rio de Janeiro fez uma solicitação ao governo federal de investimentos de R$ 600 milhões na melhoria da via permanente do nosso sistema ferroviário. Isso significa investimentos em construção de pontes, muros, melhorias dos trilhos, para que possamos ter o melhor rendimento no sistema ferroviário do Rio. Essa é a nossa prioridade, disse o secretário estadual de Transporte, Carlos Osório.	G1 Rio	G1		Rio de Janeiro	prefeito,rj,regiao,metropolitana,mobilidade,urbana,brt,plano de mobilidade urbana,transporte,publico,sao goncalo	http://g1.globo.com/rio-de-janeiro/noticia/2015/05/prefeitos-do-rj-se-reunem-para-discutir-projetos-de-mobilidade-urbana.html		http://s02.video.glbimg.com/x360/4181953.jpg					https://www.dropbox.com/s/0rp9dfki04ykq0r/2015-05-14-%5Bprefeito%2Crj%2Cregiao%2Cmetropolitana%2Cmobilidade%2Curbana%2Cbrt%2Cplano%20de%20mobilidade%20urbana%2Ctransporte%2Cpublico%2Csao%20goncalo%5D-Prefeitos%20do%20RJ%20se%20re%C3%BAnem%20para%20discutir%20projetos%20de%20mobilidade%20urbana%20noticias%20em%20Rio%20de%20Janeiro.png?dl=0
7/15/2015 12:09:48	5/5/2015	Operação reprime transporte irregular em São Gonçalo, RJ	Até as 11h30 treze veículos foram apreendidos. Veículos vão ser desemplacadoso e vão ser encaminhados a leilão.	A Secretaria de Estado de Transportes, por meio do Departamento de Transportes Rodoviários (Detro), iniciou nesta sexta-feira (15) uma operação para combater o transporte irregular de passageiros em São Gonçalo, na Região Metropolitana do Rio. De acordo com o órgão, até as 11h30 treze veículos foram apreendidos e vão ser recolhidos ao depósito público.  A ação ocorre simultaneamente em vários pontos do município, e contou com apoio da Polícia Militar, Batalhão de Choque e Batalhão de Policiamento de Vias Expressas (BPVE). Conforme a ordem judicial, os veículos recolhidos vão ser desemplacadoso e vão ser encaminhados a leilão. Os veículos não poderão ser recuperados pelos antigos proprietários.	G1 Rio	G1		São Gonçalo	operação,transporte,irregular,secretaria de transportes,policia,militar,sao goncalo	http://g1.globo.com/rio-de-janeiro/noticia/2015/05/operacao-reprime-transporte-irregular-em-sao-goncalo-rj.html							https://www.dropbox.com/s/rql5mwri12makxk/2015-05-15-%5Bopera%C3%A7%C3%A3o%2Ctransporte%2Cirregular%2Csecretaria%20de%20transportes%2Cpolicia%2Cmilitar%2Csao%20goncalo%5D-G1Opera%C3%A7ao%20reprime%20transporte%20irregular%20em%20Sao%20Goncalo%20noticias%20em%20Rio%20de%20Janeiro.png?dl=0
7/15/2015 12:22:35	5/29/2015	Prefeito de São Gonçalo é criticado em reunião da Educação		A 5ª Conferência Municipal de Educação de São Gonçalo foi encerrada, nesta quinta-feira (28), com um discurso inflamado da diretora do Sepe, Beatriz Lugão. O alvo das críticas foi o prefeito Neilton Mulim (PR). Na plateia, a vice-prefeita, Mariângela Valviesse (PSDB), não economizou nos aplausos. Ela está brigada com Mulim.  Protestos de todos os lados Os guardas municipais fizeram uma manifestação, nesta sexta (29), em frente à prefeitura. Eles protestam contra o corte das gratificações e pedem uniformes e viaturas novas. Também querem a saída do secretário municipal de Segurança Pública, Antônio Oswaldo da Silva.  	Educação	Extra	Berenice Seara e Marina Navarro Lins	São Gonçalo	educacao,crise,criticado,conferencia,prefeito,neilton,mulim,vice-prefeita,mariangela,protestos,gratificacoes,seguranca,publica,antonio oswaldo da silva,sao goncalo	http://extra.globo.com/noticias/extra-extra/prefeito-de-sao-goncalo-criticado-em-reuniao-da-educacao-16297931.html		http://extra.globo.com/incoming/16300117-21c-618/w448/IMG_5906.JPG					https://www.dropbox.com/s/jhlgbjwcdvq4may/2015-05-29-%5Beducacao%2Ccrise%2Ccriticado%2Cconferencia%2Cprefeito%2Cneilton%2Cmulim%2Cvice-prefeita%2Cmariangela%2Cprotestos%2Cgratificacoes%2Cseguranca%2Cpublica%2Cantonio%20oswaldo%20da%20silva%2Csao%20goncalo%5D-Prefeito%20de%20Sao%20Goncalo%20e%20criticado%20em%20reuniao%20da%20Educacao.png?dl=0
7/15/2015 12:33:09	7/10/2015	Distribuidora de energia no Rio tem prejuízo anual de R$ 850 mi com "gatos"		As ligações clandestinas de energia, conhecidas como “gatos”, feitas nas comunidades carentes do Rio de Janeiro, provocam um prejuízo anual da ordem de R$ 850 milhões à distribuidora Light, informou hoje (10) a empresa.  Na avaliação do presidente do Conselho de Consumidores da Light e do Sindicato do Comércio Varejista de Material Elétrico, Eletrônicos e Eletrodomésticos do Rio de Janeiro (Simerj), Antônio Florêncio, “a população do Rio vive o resultado da desordem da ocupação urbana”.  O furto de energia causa perda de arrecadação do Estado nos três níveis (federal, estadual e municipal), ao mesmo tempo em que faz a população ligada de forma regular ao sistema de distribuição pagar por quem rouba energia.  “Nós pagaríamos 17% a menos na nossa  conta de luz se todos pagassem”, revela Florêncio. Em algumas comunidades, de forma experimental, foram desenvolvidos projetos de regularização e eficiência energética, além de adequação paulatina à tarifa, com resultados positivos.  Um exemplo é a favela Santa Marta, no Morro Dona Marta, em Botafogo, zona sul do Rio, onde todas as ligações foram regularizadas, com substituição dos equipamentos das residências por outros mais eficientes em termos de consumo de energia, para tornar a conta mais acessível a quem paga.  Além disso, criou-se uma trajetória de cobrança dessa conta de modo que ela caísse aos poucos. “Por exemplo, a conta dava R$ 100, a distribuidora cobrava R$ 50 e os outros R$ 50, ela absorvia”, conta Florêncio Mesmo assim – acrescenta ele - houve vantagem para a distribuidora que, no passado, não recebia nada. A forma de consumo passou a ser  mais racional e “a adimplência, naquela comunidade chega hoje a 98%”.  Para o presidente do Simerj, a causa das ligações informais está atrelada ao custo da energia. “O Imposto sobre Circulação de Mercadorias (ICMS) do estado do Rio de Janeiro é o maior do Brasil”. O peso  dos encargos, tributos e taxas alcança mais de 60% da conta de energia.  Também a distribuidora de energia Ampla, que abastece 66 municípios fluminenses, ou 73% do território estadual, sofre com as ligações clandestinas. Nos 12 meses compreendidos entre abril de 2014 a março de 2015, as perdas de energia da concessionária atingiram 20,19% do total da energia distribuída pela empresa, contra 19,96% registrados de abril de 2013 a março de 2014. O valor econômico dos prejuízos não é divulgado pela empresa.  A assessoria de imprensa da Ampla informou que o aumento das perdas de energia no período se deve, em grande parte, ao furto de energia com o crescimento das áreas de risco nas cidades onde a empresa atua. No primeiro semestre de 2015, foram feitos 325 registros de ocorrência e 65 prisões por furto de energia na área de concessão da empresa. Em 2014, 139 pessoas foram presas por furto de energia nas cidades atendidas pela Ampla.  Para combater o furto de energia, a Ampla implantou medição eletrônica de energia, a partir de 2005, nos municípios de São Gonçalo, Niterói, Itaboraí, Duque de Caxias e Magé. Hoje, já são 708 mil clientes com o sistema instalado e a previsão é que mais 100 mil estejam operando com o sistema até 2018.	Energia	EBC	Alana Gandra	Rio de Janeiro	rio de janeiro,combate,furto,energia,ampla,light,sao goncalo,medicao,eletronica,gatos,prejuizo,distribuidora,ligacoes,clandestinas,comunidades,carentes,sindicato,comercio	http://www.ebc.com.br/noticias/2015/07/distribuidora-de-energia-np-rio-tem-prejuizo-anual-de-r-850-milhoes-com-gatos							https://www.dropbox.com/s/nbm7v9xd0q1t8vi/2015-07-10-%5Brio%20de%20janeiro%2Ccombate%2Cfurto%2Cenergia%2Campla%2Clight%2Csao%20goncalo%2Cmedicao%2Celetronica%2Cgatos%2Cprejuizo%2Cdistribuidora%2Cligacoes%2Cclandestinas%2Ccomunidades%2Ccarentes%2Csindicato%2Ccomercio%5D-Distribuidora%20de%20energia%20no%20Rio%20tem%20prejuizo%20anual%20com%20gatos.png?dl=0
7/15/2015 12:41:22	7/13/2015	Uerj fará cartilha para alertar alunos sobre violência em São Gonçalo	Imagens feitas pela Globo mostram olheiro do tráfico de drogas na região. Estudantes e funcionários de faculdade estão assustados.	Os alunos da faculdade de formação de professores da Uerj, em São Gonçalo, estão apreensivos com os constantes tiroteios na região. Numa reunião na tarde desta segunda-feira (13), a direção decidiu fazer uma cartilha de segurança. Uma equipe do RJTV flagrou a presença de olheiros do tráfico bem ali perto da unidade pela manhã. Era possível ver o rapaz no alto de uma pedra, observando o que acontece ao redor do Morro do Feijão. Para a polícia, ele é um olheiro do tráfico de drogas na região. Aparentemente, ele está com um rádio na mão e está armado. No momento do flagrante, o comandante do Batalhão de São Gonçalo da Polícia Militar era entrevistado pela equipe de reportagem. “Você vê que até a posição dele é estratégica, eles estão numa parte bem alta, dificil acesso, ali seria mais um olheiro do tráfico para avisar de nossas incursões, então quando a gente consegue uma certa aproximação, que ocorrem os disparos que eles produzem pra alardear os demais para fugirem dessa abordagem, afirma o Cel. Fernando Salema. O flagrante aconteceu a poucos metros da Rua Francisco Portela, uma das mais movimentadas na cidade e onde funciona a Faculdade de Formação de Professores da Uerj. Estudantes buscam estratégias O Morro do Feijão fica nos fundos do local. Na semana passada, um tiroteio assustou alunos e funcionários. Os estudantes buscam proteção em medidas de emergência. “A gente sai, se afasta, vai para o corredor, entendeu? Abaixa, sai correndo, entendeu? Fica no corredor até esperar”, afirmou uma aluna que preferiu manter a identidade em sigilo. Os tiroteios na região se transformaram em rotina e os alunos já sabem quando alguém tenta invadir a faculdade. “Tem um monte de cachorro lá dentro. Se os cães começarem a latir é para a gente sair porque tem gente invadindo”, contou outra aluna. No final da manhã, o suposto olheiro do tráfico desceu e foi substituído por outra pessoa, que continuou a vigilância dos arredores. “Qualquer aproximação nossa eles fazem disparos até para poder propiciar fuga dos marginais. A orientação que já dei aqui, que já conversei com o pessoal da Reitoria, é que não liberem os alunos naquele momento. Mantenham a rotina normal da faculdade que aquilo vai se apaziguar, e dentro da faculdade é o local mais seguro, já que nunca houve caso nenhum de bala perdida no interior da instituição”, afirmou o Cel. Fernando Salema. Cartilha De um ano para cá, a frequência dos tiroteios é de cerca de uma vez por semana. Por isso, o vice diretor da Faculdade de Formação de Professores se reuniu com representantes de alunos, professores e servidores para definir o que deve ser feito em caso de novos tiroteios. “Nós decidimos pelo desenvolvimento de uma cartilha para informar toda a comunidade sobre como se comportar em eventos desta natureza. Solicitamos à Uerj o aumento do efetivo do número de seguranças. Nosso objetivo é formar professores. Queremos receber os alunos, mas precisamos que o Estado nos forneça estrutura para que possamos funcionar adequadamente”, afirmou Rogério Carlos Novais.	Segurança	G1		São Gonçalo	uerj,cartilha,sao goncalo,violencia,trafico,faculdade,rjtv,	http://g1.globo.com/rio-de-janeiro/noticia/2015/07/uerj-fara-cartilha-para-alertar-alunos-sobre-violencia-em-sao-goncalo.html	http://g1.globo.com/rio-de-janeiro/noticia/2015/07/uerj-fara-cartilha-para-alertar-alunos-sobre-violencia-em-sao-goncalo.html	http://s03.video.glbimg.com/x360/4319190.jpg	http://s03.video.glbimg.com/x240/4317846.jpg				https://www.dropbox.com/s/wfaosf5qozhlml5/2015-07-13-%5Buerj%2Ccartilha%2Csao%20goncalo%2Cviolencia%2Ctrafico%2Cfaculdade%2Crjtv%5D-Uerj%20fara%20cartilha%20para%20alertar%20alunos%20sobre%20viol%C3%AAncia%20em%20Sao%20Goncalo%20noticias%20em%20Rio%20de%20Janeiro.png?dl=0
7/15/2015 12:46:05	7/13/2015	PM de 24 anos é morta em São Gonçalo e vagabundo comemora		Viatura é atacada e acaba capotando durante perseguição A soldado Vanessa da Conceição de Oliveira, de 24 anos, lotada no 35º BPM (Itaboraí), morreu após a viatura que ela dirigia capotar ao ser alvejada por vários tiros, disparos por traficantes do Complexo do Salgueiro, em São Gonçalo, na madrugada de ontem. Ela foi arremessada para fora do carro e bateu a cabeça no chão. O colega dela, que estava no carona, teve que se abrigar em uma casa até a chegada do reforço do veículo blindado do 7º BPM (Alcântara), que o resgatou.  O corpo da soldado foi sepultado ontem, com honras militares, no Cemitério Parque Nyctheroy, no bairro de Vista Alegre, em São Gonçalo. Mais de 100 pessoas foram ao enterro. Traficantes do Salgueiro, ligados ao Comando Vermelho (CV), teriam soltado fogos para festejar a morte da PM. "Os bandidos comemoraram a morte dela por volta das 3h da manhã", afirmou um parente da vítima.  O comandante do 35º BPM (Itaboraí), coronel Samir Vaz Lima, disse que a Polícia Militar já tem pistas sobre os assassinos, mas não quis dar detalhes para não atrapalhar as investigações. "Vanessa era uma policial aguerrida e muito comprometida. Já temos algumas informações do caso, mas não vamos passar para que as investigações não sejam comprometidas. É uma perda muito grande para o estado, porque era uma profissional que jurou lutar por uma sociedade mais justa", disse o oficial.  O soldado que estava com Vanessa na viatura sofreu apenas escoriações leves e já prestou um depoimento inicial na 74ª DP (Alcântara), onde o caso foi registrado. A identidade dele não foi revelada.	Polícia	Meia Hora		São Gonçalo	pm,morta,sao goncalo,viatura,perseguicao,vanessa da conceicao de oliveira,itaborai	http://www.meiahora.ig.com.br/noticias/pm-de-24-anos-e-morta-em-sao-goncalo-e-vagabundo-comemora_11303.html		http://www.meiahora.ig.com.br/public/uploads/articles/fotos/15/07/13-pm-morta.jpg					https://www.dropbox.com/s/m1keab9votdjyol/2015-07-13-%5Bpm%2Cmorta%2Csao%20goncalo%2Cviatura%2Cperseguicao%2Cvanessa%20da%20conceicao%20de%20oliveira%2Citaborai%5D-Meia%20Hora%20Online%20Plantao%20de%20Policia%20PM%20de%2024%20anos%20e%20morta%20em%20S%C3%A3o%20Gon%C3%A7alo%20e%20vagabundo%20comemora.png?dl=0
7/15/2015 12:53:26	7/14/2015	Ação social: Porto da Pedra doa quase uma tonelada de alimentos para abrigo		O sucesso da feijoada da Família Tigre, realizada no último sábado, 11, rendeu quase uma tonelada de alimentos não-perecíveis e fraldas geriátricas que foram doados ao Abrigo do Cristo Redentor, em São Gonçalo. A entrega aconteceu na tarde de segunda-feira (13) e contou com a presença do presidente da Unidos do Porto da Pedra, Fabio Montibelo, parte da diretoria e integrantes da agremiação.  Bastante satisfeito, o dirigente fez um balanço positivo do resultado das doações. "Várias pessoas ajudaram e foi alcançado o objetivo que era ajudar o Abrigo do Cristo Redentor. Muita gente ajudou, a comunidade ajudou, a feijoada foi muito boa e agora é ir trabalhando cada vez mais daqui pra frente."  O diretor de Harmonia da Porto da Pedra, Amaury de Oliveira, lembrou da preocupação da escola com o lado social: "A feijoada foi um sucesso! Quanto à parte social, sempre foi uma de nossas preocupações. Todas as administrações que por aqui passaram se preocuparam com o lado social de nossa comunidade, e essa não é diferente. Esta ação é a primeira de outras que faremos em parceria com as Lojas Maçônicas Evolução Gonçalense n 50 e Evolução de Alcântara n* 163. Somos um município de mais de 1 milhão de habitantes e tanto a escola como a Maçonaria Gonçalense se preocupam com essas filantropias", disse.  O presidente do Abrigo do Cristo Redentor, Josias Ávila, agradeceu a ação solidária da vermelha e branca gonçalense:  "Eu queria agradecer ao pessoal da Porto da Pedra por essa ação que eles promoveram em prol do Abrigo e frisar que toda essa doação é importante pra gente porque acaba diminuindo a nossa despesa. A nossa despesa aqui é diária tanto com alimentação, tanto com fralda, com remédios. São 168 idosos, fora os funcionários. A nossa despesa aqui é muito grande! Mas, graças a Deus, a comunidade, a sociedade de São Gonçalo tem nos abraçado, tem nos ajudado bastante e essa ação da Unidos do Porto da Pedra, junto com o presidente Fabio Montibelo só vem melhorar e muito a nossa situação".  Fundado em 1939 em São Gonçalo, o Abrigo do Cristo Redentor é uma sociedade civil sem fins lucrativos que tem como objetivo principal a assistência a pessoas idosas carentes. Atualmente tem capacidade para 200 idosos (leitos) dando-lhes moradia, 5 refeições diárias, assistência saúde, atendimento médico, fisioterapia, psicologia, assistência social, terapia ocupacional, nutricionista, enfermeiros, auxiliares de enfermagem e cuidadores.  	Ação Social	SRZD	Redação SRZD	São Gonçalo	acao social,porto da pedra,alimentos,abrigo,fejoada,familia,tigre,unidos,sao goncalo	http://www.sidneyrezende.com/noticia/251877+acao+social+porto+da+pedra+doa+quase+uma+tonelada+de+alimentos+para+abrigo		http://imgs-srzd.s3.amazonaws.com/srzd/upload/6/2/620anacrisvito.png	http://imgs-srzd.s3.amazonaws.com/srzd/upload/a/n/anacrisvitodentroteriaporto.png				https://www.dropbox.com/s/af6y8d5fexnvj9r/2015-07-14-%5Bacao%20social%2Cporto%20da%20pedra%2Calimentos%2Cabrigo%2Cfejoada%2Cfamilia%2Ctigre%2Cunidos%2Csao%20goncalo%5D-Acao%20social%20Porto%20da%20Pedra%20doa%20quase%20uma%20tonelada%20de%20alimentos%20para%20abrigo%20Noticia%20Carnaval.png?dl=0
7/15/2015 12:58:11	7/14/2015	Bailarino do Royal Ballet celebra 15 anos de carreira internacional		O bailarino Thiago Soares, de 34 anos, apresenta nesta terça, 14, e quarta, 15, no Teatro Sérgio Cardoso, em São Paulo, o espetáculo Paixão, um tour de force em que, na mesma noite, passa de um príncipe em uma obra tradicional do balé clássico para coreografias contemporâneas, com diferentes exigências técnicas e artísticas. Mas embora seja o foco das apresentações, o primeiro-bailarino do Royal Ballet, em Londres, admite que essa proeza não seria possível sem as parcerias que construiu ao longo do caminho. O projeto comemora os 15 anos de carreira internacional de Thiago, cujo marco inicial foi uma apresentação no Japão como artista convidado da montagem de O Quebra-nozes do Inoue Ballet. Segundo ele, foi seu primeiro grande cachê e abriu portas para outros trabalhos pelo mundo. A celebração desse momento seria realizada há um ano, mas o bailarino nascido em São Gonçalo e criado em Vila Isabel, no Rio, se machucou. "Como é um espetáculo muito pesado, decidi adiar." Agora, recuperado, ele exibe sua boa forma e maturidade artística. Antes da capital paulista, a apresentação já havia passado pelo Theatro Municipal, no Rio, e pelo Teatro RioMar, no Recife. "Cheguei a um momento em que consigo fazer tudo. E isso também é um sonho para um artista. Poder transitar por todos os lados. É um privilégio fazer o 3.º ato de O Lago dos Cisnes na mesma noite em que danço com Deborah Colker." Entre os nomes que abraçaram o projeto de Thiago estão os coreógrafos Arthur Pita e Alessio Carbone (primeiro-bailarino da Ópera de Paris) e as primeiras-bailarinas do Royal Ballet Lauren Cuthbertson e Marianela Núñez - que dançou apenas no Rio. Com muitos fãs no Brasil, a argentina Marianela foi casada com Thiago. O casal se separou recentemente. "Não há uma pessoa que tenha colaborado mais dentro e fora dos palcos. É mais do que uma honra tê-la aqui. É uma estrela internacional, faz parte da minha vida de uma forma muito especial", afirma Thiago. Encontro Mas, talvez, a parceria que mais rendeu foi a de dois ícones da dança brasileira: o próprio Thiago e a coreógrafa carioca Deborah Colker. Há mais de três décadas na arte, Deborah, de 55 anos, foi convencida pelo bailarino a voltar a subir no palco. "Eu não dançava para valer desde 2006. O último espetáculo que dancei foi o Rota, com a minha companhia em Berlim. Em Tatiana (de 2011), eu danço, mas é uma participação pequena, de seis minutos. Paixão são 13 minutos e meio. São 20 duos", conta Deborah. A coreografia Paixão - que também dá nome ao espetáculo - foi criada pela carioca em 1994, para o espetáculo Vulcão. Cheia de movimentos vigorosos e ao som de hits românticos, a obra revela os altos e baixos de um relacionamento amoroso intenso. "Sempre quis dançar essa obra e também trabalhar com a Deborah. Fiz essa pressão com ela, para a gente trabalhar juntos e estou muito contente. Aprendi e me diverti muito e fiquei agradecido por todo o período que passei com ela", afirma Thiago. "Tem gente que acha que colaborar é colocar dois nomes e tirar uma foto juntos. Isso não é colaborar. Para mim, é o que a gente fez", conta o bailarino. "Eu vinha toda hora de Londres para cá. Passava o fim de semana com ela, ensaiava. Ficávamos no WhatsApp todos os dias, mandando fotos. Isso é o colaborar: você entrar na vida da pessoa e conhecê-la para poder tirar o melhor dela, do ponto de vista profissional e pessoal", completa. Mas antes de isso ocorrer, muito empenho foi investido. Deborah fez Thiago ralar, e vice-versa. Para ela, foi principalmente um esforço físico. "Eu não sou uma bailarina. Sou uma diretora, coreógrafa, na minha cabeça. Eu danço as minhas coisas. O Thiago demorou a me convencer. Eu não sabia se o meu joelho e meu ombro iriam dar conta. Mas eu comprei o desafio. Aí eu me preparei mesmo. Voltei a fazer aulas todos os dias, voltei a malhar. Botar o físico na vertical, colocar a máquina para funcionar. Fui para uma academia e fiz coisas que nunca tinha feito, como musculação e hidroterapia." Por outro lado, segundo Deborah, ela desafiou Thiago artisticamente. "Ele tem o rigor do mundo clássico e eu tenho o rigor como artista. Eu sou uma pessoa muito rigorosa, todo mundo sabe disso. Para mim, era um desafio pessoal dançar com ele. O Thiago é uma pessoa acostumada a fazer papéis, personagens. Mas em Paixão é ele ali, sem nenhuma representação", explica. As conversas por WhatsApp e a dedicação ao trabalho conjunto deram espaço a uma grande amizade. "Eu me lembro do dia que ele mandou uma mensagem falando: 'Tenho uma pergunta para fazer, mas estou com medo'. Ele queria colocar o nome do espetáculo de Paixão, igual ao da coreografia! Daí, eu falei: 'Mas, Thiago, você não tá preguiçoso, não?'. Mas ele disse: 'O espetáculo é sobre minha paixão pelo Brasil, pela dança, por você!'. Aí eu falei tá bom." A trajetória resultou em uma apresentação emotiva até para a veterana. "Falei para minha filha que não estava aqui (na estreia) que foi pura emoção. Acho que se me espremessem saía só lágrima." Projetos Após as apresentações no Brasil, Thiago retomará seus compromissos internacionais. No começo do próximo mês, lançará uma linha de roupas para homens que dançam. No fim de agosto, volta para mais uma temporada com o Royal Ballet. Entre os próximos projetos pessoais, um já começa a despontar como seu novo xodó. Afirma que não pode dar muitos detalhes. No entanto, deixa escapar uma dica. "Será algo que vai me fazer voltar às minhas raízes na dança, algo bem lá no começo. Devo estrear primeiro lá fora, mas quero trazer para o Brasil." Antes de colocar sapatilhas e virar o primeiro-bailarino de uma das mais clássicas companhias de balé do mundo, Thiago entrou no universo da dança por meio do street dance. Pode ser que o próximo desafio do bailarino seja "guardar" os príncipes e voltar a calçar tênis para subir no palco. Se é isso ou não, por enquanto, só ele sabe. O Lago dos Cisnes No 3º ato de O Lago dos Cisnes, Thiago terá como partner nesta terça, 14, e quarta, 15, a inglesa Lauren Cuthbertson, primeira-bailarina do Royal Ballet. Integrantes da Companhia Brasileira de Ballet farão o corpo de baile. Caresse du Temps é a criação inédita do italiano Alessio Carbone, estreia do primeiro-bailarino da Ópera de Paris como coreógrafo. "A gente já vinha há um ano tricotando sobre essa obra", conta Thiago. O brasileiro será acompanhado por 16 bailarinos. O pianista mineiro Silas Barbosa toca 14 Prelúdios de Chopin. Após dançar Paixão com Deborah Colker, Thiago se transforma em um caubói no solo La Bala. O português Arthur Pita se inspirou na canção Cucurrucucu Paloma para desenvolver a coreografia especialmente para o brasileiro, também inédita no País. As informações são do jornal O Estado de S. Paulo.	Cultura	Estadão	Juliana Ravelli 	mundo	bailarino,royal ballet,15 anos,carreira,internacional,sao goncalo	https://br.noticias.yahoo.com/bailarino-royal-ballet-celebra-15-anos-carreira-internacional-120000804.html							https://www.dropbox.com/s/qk9bobdx8vgicze/2015-07-14-%5Bbailarino%2Croyal%20ballet%2C15%20anos%2Ccarreira%2Cinternacional%2Csao%20goncalo%5D-Bailarino%20do%20Royal%20Ballet%20celebra%2015%20anos%20de%20carreira%20internacional.png?dl=0
7/15/2015 14:52:15	7/13/2015	Incêndio atinge posto de combustíveis na BR 101	Fogo começou em área de abastecimento de gás natural e não houve registro de feridos	Um incêndio em um posto de combustíveis em São Gonçalo, na região metropolitana do Rio, assustou moradores. O incidente aconteceu em um posto que fica ao lado do São Gonçalo Shopping, na BR 101.  O fogo começou na área de abastecimento de gás natural do posto. Segundo o Corpo de Bombeiros, não houve registro de feridos.   A Autopista Fluminense, concessionária que administra o trecho da BR 101, informou que por volta das 19h30 o trânsito seguia intenso na região. 	Cidades	R7	Rede Record	São Gonçalo	incendio,posto,br 101,bombeiros,corpo,autopista,fluminense,sao goncalo	http://noticias.r7.com/rio-de-janeiro/incendio-atinge-posto-de-combustiveis-na-br-101-13072015							https://www.dropbox.com/s/v0f179jzgyp9aq7/2015-07-13-%5Bincendio%2Cposto%2Cbr%20101%2Cbombeiros%2Ccorpo%2Cautopista%2Cfluminense%2Csao%20goncalo%5D-Incendio%20atinge%20posto%20de%20combustiveis%20na%20BR%20101%20R7%20Rio%20de%20Janeiro.png?dl=0
